job_url,site,title,company,location,job_type,date_posted,interval,min_amount,max_amount,currency,is_remote,num_urgent_words,benefits,emails,description
https://www.linkedin.com/jobs/view/3690774261,linkedin,Graphic Designer - Social Media,Anastasia Beverly Hills,"Los Angeles, CA",fulltime,2023-08-18,,,,,,0.0,,,"TheGraphic Designer will be responsible for assisting the design team in creating various digital assets across a variety of social media channels including Instagram, Facebook, Twitter, Pinterest, Tiktok, Clubhouse , etc. The position will be expected to create digital graphic content aligned with ABH brand guidelines. The Graphic Designer/ Production Artist will need to have a combined knowledge of both graphic and technical skills.ESSENTIAL JOB FUNCTIONSCreating and manipulating graphics through Adobe Creative Suite apps such as Illustrator, Photoshop, Indesign and PremiereUsing digital illustration, photo editing software and layout software to create digital designs.Create visual elements such as logos, original images, and illustrations to help deliver a message.Design layouts, including selection of colors, images, and typefaces.Present design concepts to Brand Director, and rest of Social Team.Formatting graphics as well as collecting, processing, and proofing various graphics filesPrepares work to be accomplished by gathering information and materialsAssessing project specifics and creating a final product that adheres to those requirementsCollaborating with the design team staff to define design goals- Such as: Illustrating concept by designing rough layout of art and copy regarding arrangement, size, type size, style, and related aesthetic concepts.Obtains approval of concept by submitting rough layout for approval.Following a product workflow and timeline to ensure projects progress in a timely mannerPrepares final layout by marking and pasting up finished copy and art.Contributes to team effort by accomplishing related results as needed.Ensure graphic quality, consistency, and adherence to brand DNA and aesthetic in all visual assets producedManage time effectively across multiple jobs adhering to production and post-production schedules in a fast-paced environmentREQUIREMENTS3+ years working experience in a Graphic designerBachelor’s degree in Graphic Design, Content editing, art or related fieldExperience using Adobe Creative Suite (Photoshop, Illustrator, Indesign, Premiere, After Effects, XD)Strong organization and time management skillsThorough knowledge of cosmetic / fashion industryExperience in beauty, retail, high-end fashion and luxury verticals preferredPristine attention to detailStrong layout and analytical skillsOTHER SKILLS AND ABILITIESPhoto editing / manipulationMust be adaptable and able to work quickly under short deadlinesHigh level of attention to detailMust have strong written and verbal communication skillsMotion Graphic + GIF experience a plusAnastasia Beverly Hills offers a competitive compensation package with full benefits and a 401(K) plan with matching contributions from the company. The starting base salary range for this position in the selected city is $65,000 - $70,000 annually. Compensation may vary outside of this range depending on several factors, including a candidate’s qualifications, skills, competencies, experience, and geographical location. Base pay is one part of the total compensation package that is provided to compensate and recognize employees for their work. This role is bonus eligible."
https://www.linkedin.com/jobs/view/3725214557,linkedin,UX/UI Designer,nuArch,"New York, NY",contract,2023-09-21,,,,,,0.0,,,"We are seeking a talented UX/UI Designer or Developer to join our team. The ideal candidate should have a strong understanding of both user experience (UX) and user interface (UI) design principles. You will work closely with our team to create intuitive and engaging user interfaces for our digital products. This position is open to junior to mid-level candidates. The position would start with UX and UI Design work for one of our contract projects, but is meant to be an addition to our core team. The role will be hybrid and may require some time in the office. Over 500,000 students and their families will benefit from the system being implemented!Key Responsibilities:Collaborate with the team to define and implement innovative solutions for the product direction, visuals, and user experience.Execute all visual design stages from concept to final hand-off to developers.Develop wireframes, storyboards, user flows, process flows, and designs to effectively communicate interaction and design ideas.Create and maintain a design system to ensure a consistent visual language across all platforms.Establish and promote design guidelines, best practices, and standards.Conduct user research and evaluate user feedback to optimize the user experience.Present and defend designs and key milestone deliverables to peers and stakeholders.Stay up-to-date with the latest UX/UI trends, techniques, and technologies.Requirements:A Bachelor's degree in a related field or equivalent experience.A strong portfolio demonstrating UX/UI design skills.Proficiency in design and prototyping tools such as Sketch, Figma, Adobe Creative Suite, or equivalent.Experience with responsive web design and familiarity with front-end languages (HTML, CSS, JavaScript) is a plus.Strong understanding of UX/UI principles, user-centered design, and usability best practices.Excellent visual design skills with sensitivity to user-system interaction.Strong communication and presentation skills with the ability to articulate and defend design decisions.Ability to solve problems creatively and effectively.A self-starter with strong time-management and organizational skills, capable of handling multiple projects simultaneously.Powered by JazzHRjd7ZrnuIhh"
https://www.linkedin.com/jobs/view/3727328316,linkedin,Junior UI Designer,REVOLVE,"Cerritos, CA",fulltime,2023-09-16,,,,,,0.0,Actively Hiring,,"Meet REVOLVEREVOLVE is the next-generation fashion retailer for Millennial and Generation Z consumers. As a trusted, premium lifestyle brand, and a go-to online source for discovery and inspiration, we deliver an engaging customer experience from a vast yet curated offering totaling over 45,000 apparel, footwear, accessories and beauty styles. Our dynamic platform connects a deeply engaged community of millions of consumers, thousands of global fashion influencers, and more than 500 emerging, established and owned brands. Through 16 years of continued investment in technology, data analytics, and innovative marketing and merchandising strategies, we have built a powerful platform and brand that we believe is connecting with the next generation of consumers and is redefining fashion retail for the 21st century. For more information please visit www.revolve.com.At REVOLVE the most successful team members have a thirst and the creativity to make this the top e-commerce brand in the world. With a team of 1,000+ based out of Cerritos, California we are a dynamic bunch that are motivated by getting the company to the next level. It’s our goal to hire high-energy, diverse, bright, creative, and flexible individuals who thrive in a fast-paced work environment.Some of the sweetest perks we offer aren’t in a typical benefit package like hefty discount on items we carry – as in 50% or more off retail prices, free weekly lunches, and pretty rad company parties.To take a behind the scenes look at the REVOLVE “corporate” lifestyle check out our Instagram @REVOLVEcareers or .Are you ready to set the standard for Premium apparel?Main Purpose Of The Junior UI Designer RoleThe ideal candidate is passionate about new opportunities and experience working on consumer-facing UI design and visuals with strong ideation skills, have an eye for design and deep attention to detail. Must be able to work with ambiguity and deliver designs that elevate the customer experience as a whole.Major ResponsibilitiesEssential Duties and Responsibilities include the following. Other duties may be assigned.Use design software, such as Figma or Adobe Creative Suite, to create mockups and prototypesKeep up to date with the latest UI design and usability trends and techniquesContribute to and understand the use of our UI design style guidesExecute visual design stages from concept to final hand-off to front-end developersConduct UI design and usability competitor analysis and reportsCreate wireframes, user flows and process flows to effectively communicate interaction and design ideasEstablish and promote UI design best practices and standardsAssist in QA to make sure features are implemented as intendedRequired CompetenciesTo perform the job successfully, an individual should demonstrate the following competencies:Proactive with the ability to work independently and in a team environmentStrong communication and presentation skillsStrong time-management skills and the ability to be self-directedAbility to solve problems creatively and effectively Minimum Qualifications2+ years of experience as a Visual/UI designer for digital products or web and mobile based consumerExperience using Adobe XD and Figma for wireframing and prototyping, user research and testing, organizing information, analytics, and metricsBasic Understanding of UI/UX design principlesBasic Understanding of cross platform, responsive design and grid principlesAbility to apply analytical and problem-solving skills across organization-wide architecturesAbility to effectively communicate user experience data, design proposals, and influence at the highest levels of organizationsProactive with the ability to work independently and in a team environmentStrong communication and presentation skillsStrong typography, layout and visual design skillsStrong time-management skills and the ability to be self-directedPreferred QualificationsWorking knowledge of HTML and CSSExperience with iOS and Android app designExperience with conducting usability testing and prototypingFamiliarity with AB testing and conversion optimizationA successful candidate works well in a dynamic environment with minimal supervision. At REVOLVE we all roll up our sleeves to pitch-in and do whatever it takes to get the job done. Each day is a little different, it’s what keeps us on our toes and excited to come to work every day.For individuals assigned and/or hired to work in California, Revolve includes a reasonable estimate of the salary or hourly rate range for this role. This takes into account the wide range of factors that are considered in making compensation decisions; including but not limited to business or organizational needs, skill sets, experience and training, licensure, and certifications.A reasonable estimate of the current base hourly/salary range is $65,000 to $73,000 per year.AttentionAfter submitting your application, please check your spam folder for emails on your application status. Emails are sent from an ADP email address.The following job description contains representative examples of work that will be performed in positions allocated to this classification. It is not required that any position perform all of the duties listed, so long as primary responsibilities are consistent with the work as described. Roles and responsibilities can often be expanded to accommodate changing business conditions and goals, as well as to tap into the skills and talents of the individuals in the company. Accordingly, associates may be asked to perform duties that are outside the specific functions that are listed."
https://www.linkedin.com/jobs/view/3738572058,linkedin,UI/UX Designer,Miso Robotics,"Pasadena, CA",parttime,2023-10-13,,,,,,0.0,,,"Our CompanyMiso Robotics is transforming the food industry, and making lives better. We've developed an AI-powered kitchen robot named Flippy which automates the most repetitive of kitchen tasks, such as operating a deep fryer. Flippy is fun to watch, but under the hood, he’s powered by a sophisticated AI platform – all driven by our proprietary deep learning experience and patented technologies.Miso is a well known first-mover in kitchen automation, AI, and robotics. The company has raised over $100 million from crowdfunding, which we believe makes it THE most successful crowdfunding story in history. It has successfully piloted its products with the most prominent global brands in food, and now it’s time for the company to partner with institutional capital and super-charge the commercialization of what we do.The challenge of bringing AI and robotics into commercial kitchens requires many disciplines to work together, and the composition of our teams at Miso reflects this multidisciplinary approach. We’re proud to have built a world-class team, and we’re looking for more exceptional people to join us.If you believe, like we do, that the future of the kitchen involves artificial intelligence and robots (HINT: It definitely does!), and if you want to count yourself among the handful of amazing people on the leading edge of creating them, then Miso Robotics may be the right place for you!Our ValuesWe live with a TEAM mindset - we win together. We work relentlessly together to solve issues.We use polite and direct candor - ego has no place here. We operate with rigor - superb execution is a core skill.We are bought in, each of us is dedicated to the mission.Innovation is in our blood - we are intrepid. We think big and we’re here to make an impact. The RoleAs a UX/UI Designer at Miso Robotics, you will play a key role in designing, building, and creating efficient and user-friendly interfaces for digital platforms. We are looking for someone who is not just a superb designer, but also an individual ready to take ownership and responsibility of significant aspects of our solutions, and is eager to face and solve challenging problems. The main goal of a UX/UI Designer is to create a seamless, intuitive experience for users that meets the objectives of the business.As part of our team, you will have the opportunity to expand your abilities, and work on challenging work problems that will redefine the future of robotics. At Miso Robotics, we value collaboration, ambition, and a balanced lifestyle.What You’ll DoCollaborate with our team of engineers and researchers to integrate and optimize Contribute to solving complex and challenging problems related to real-time, data-rich, highly interactive systems.Intake customer feedback for better customer experience Develop and conceptualize user journey maps, wireframes, and prototypes to illustrate design ideas.Work closely with the product development team to understand technical constraints and possibilities.Design graphic user interface elements, like menus, tabs, widgets, and pages.Identify and troubleshoot UX problems and propose effective solutions.Create original graphic designs (e.g., images, sketches, and tables).Test UI elements such as CTAs, banners, page layouts, page designs, page flows, and target links for landing pages.Collaborate with other team members and stakeholders to ensure consistency in design and user experience.RequirementsProven experience as a UX/UI Designer or similar role.Strong portfolio of design projects.Knowledge of wireframe tools (e.g. Wire frame.cc and InVision) and graphic design software (such as Adobe Illustrator and Photoshop).Experience in conducting user research and usability testing, and interpreting metrics for design improvements.Understanding of front-end languages such as HTML and CSS is a plus.Exceptional communication skills with ability to effectively convey design ideas.Problem-solving aptitude backed by strong attention to detail.Familiarity with interaction design and information architecture.Bachelor's degree in Design, Computer Science, Engineering or a related field helpful but not requiredAbility to collaborate effectively with a team.Strong attention to detail, analytical skills and ability to learn quickly.Powered by JazzHRYywDVst04a"
https://www.linkedin.com/jobs/view/3727703177,linkedin,"UX & Product Design Internships (Summer 2024 - NYC, LA or Remote)",Paramount,"New York, NY",fulltime,2023-10-06,,,,,,0.0,Actively Hiring,paramountaccommodations@paramount.com,"Emerging Talent at ParamountCollege students, start your career at the forefront of culture and conversation and work for entertainment's most iconic brands!Our Summer Internship Program offers endless ways to explore careers through an immersive 10-week, well-rounded paid program that encourages students to bring their passions and insights to work. Most importantly, the program acts as a pipeline for future opportunities.Exciting perks tailored just for you!Speaker series with industry expertsUnique networking opportunities & social eventsComplimentary Paramount+ with Showtime subscription during your internshipWorkshops on crafting your resume, nailing interviews and career strategy1:1 mentorship, volunteer opportunities, on-the-job learning and so much more!Potential Brands:CBS Sports DigitalPluto TVParamount+ShowtimeQualifications:Must be currently enrolled as a student, and working towards a Bachelor’s or Master's Degree in User Experience Design, Human-Centered Interaction, Psychology, Behavioral Design, or other equivalent field. You understand how to balance application performance, aesthetics and pre-existing interaction models and patterns. Experience using Figma in a design team, cohort, or classroom setting. Portfolio examples or case studies that demonstrate UX deliverables for Product Design (e.g., wireframes, mock-ups, user flows, prototypes) with the ability to clearly articulate their design thinking and rationale, as well as the user & business problems they were solving for. Portfolio examples or case studies that demonstrate research deliverables (e.g., study plans, reports, insights). Familiarity using a design system management tool like Zeroheight or Design System ManagerParamount Global (NASDAQ: PARA, PARAA) is a leading global media and entertainment company that creates premium content and experiences for audiences worldwide. Driven by iconic studios, networks and streaming services, Paramount's portfolio of consumer brands includes CBS, Showtime Networks, Paramount Pictures, Nickelodeon, MTV, Comedy Central, BET, Paramount+, Pluto TV and Simon & Schuster, among others. Paramount delivers the largest share of the U.S. television audience and boasts one of the industry's most important and extensive libraries of TV and film titles. In addition to offering innovative streaming services and digital video products, the company provides powerful capabilities in production, distribution and advertising solutions.Additional InformationHiring Salary Range: $38.00.The hiring salary range for this position applies to New York City, California, Colorado, Washington state, and most other geographies. Starting pay for the successful applicant depends on a variety of job-related factors, including but not limited to geographic location, market demands, experience, training, and education. The benefits available for this position include medical, dental, vision, 401(k) plan, life insurance coverage, disability benefits, tuition assistance program and PTO or, if applicable, as otherwise dictated by the appropriate Collective Bargaining Agreement.https://www.paramount.com/careers/benefitsParamount is an equal opportunity employer (EOE) including disability/vet.At Paramount, the spirit of inclusion feeds into everything that we do, on-screen and off. From the programming and movies we create to employee benefits/programs and social impact outreach initiatives, we believe that opportunity, access, resources and rewards should be available to and for the benefit of all. Paramount is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ethnicity, ancestry, religion, creed, sex, national origin, sexual orientation, age, citizenship status, marital status, disability, gender identity, gender expression, and Veteran status.If you are a qualified individual with a disability or a disabled veteran, you may request a reasonable accommodation if you are unable or limited in your ability to use or access. https://www.paramount.com/careers as a result of your disability. You can request reasonable accommodations by calling 212.846.5500 or by sending an email to paramountaccommodations@paramount.com. Only messages left for this purpose will be returned."
https://www.linkedin.com/jobs/view/3739546671,linkedin,UX/UI Designer,Vert Digital,"Atlanta, GA",fulltime,2023-10-13,,,,,,0.0,,,"Vert’s Interactive Team is looking for a creative, strategic thinker with a background in seeing web projects from conception to launch to join us as a UX/UI Designer.Do you have (learned) design ‘instincts’ around typography, layout hierarchy and interaction design that enable you to quickly create flexible and usable web interfaces? Do you design with patterns and think ‘atoms, molecules and organisms’ are not simply biology terms? Have you spent time trying to find a way to explain Usability Heuristics to clients and internal team members? Have you ever woken up in the middle of the night with an idea on how to leverage Figma auto-layout or variables? Do you actually ‘love’ collaborating with (good) developers to bring experiences you design to life, and can speak their language? This may be your dream job.What You’ll Do:Interpret qualitative and quantitative data to create low and high-fidelity wireframes for native apps, website and landing page layoutsBuild design libraries with flexible, usable and accessible web elements Be our in-house Figma ‘expert’ and help to lead the practice of building usable prototypes for internal and external stakeholdersWork with our Analytics and Strategy teams to build discovery presentations on UX initiativesWork with internal and external Creative teams to ensure we design experiences that bring the brand to life on the screenWork with our Development team on scoping requirements and translating these in a scalable way in design decisionsConstantly seek out areas to test and optimize what you designWhat You’ll Need:4+ years of strong relevant experienceA strong portfolio demonstrating your skills in web layout and UI design that features full projects taken from wireframe through development, not just a handful of pretty hero screenshots Ability to speak to clients and internal stakeholders to present our POV on design solutions and optionsStrategic experience. You will help to manage and shape the design roadmap, communicating with stakeholders on a continuous basis to shape its directionExperience with design systemsAn understanding of CSS and front-end technology Knowledge of technical (UX/UI) designAbility to manage multiple stakeholders across functional disciplinesAbility to effectively manage multiple projects within specific deadlines and creative parameters - you know how to think independently and problem solveDeep understanding of the tools of the trade: Figma, Illustrator, Photoshop, and After Effects, Framer, Webflow, Lottie, etc…Previous experience in graphic design, branding and art direction preferredExperience with CMS (specifically WordPress) implementation preferredYou’re Right For This Role If You Have:Comfort in complexity. You can think about the big picture while being attentive to detailStrong conceptual and strategic thinking skillsThe ability to concept, present and execute. Act as an exemplary representative of the experience team with internal partners and external vendors with the ability to interact comfortably with senior leadershipThe ability to provide creative solutions consistent with industry trends, demonstrating ability to problem-solve, organize and project manageThe ability to translate complex information into easy-to-understand designs and visual elementsExcellent communication skills. You can articulate and defend design decisions to diverse stakeholders and customers in plain EnglishThis role sits on the Interactive team and reports to the Vice President, Interactive. The salary range for this role is $75,000-90,000.If you are excited about this role but don’t have all of the qualifications, we encourage you to apply! We hire people, not resumes, and don’t want one line in a job description to prevent us from finding the next valuable addition to our team.Vert Perks & Benefits for Full-Time Roles:Join an award-winning team, named one of Atlanta’s Best & Brightest places to work, and 6-time honorees of both theA hybrid work model: This is an Atlanta-based role with expectations for in-office work, but plenty of flexibility to get your job done remotely as agreed upon between employee & supervisorSome roles may be fully remote for qualified candidates Profit-sharing bonusesNo pre-set vacation or PTO limitationsMonthly WFH expense stipendContinuing education fund & scholarship programCompetitive employer-contributed Health Insurance + 401(k)Paid parental leaveDog-friendly office along Zonolite Park in Atlanta’s Morningside neighborhoodA vibrant, non-competitive, friendly & respectful culture and environmentPowered by JazzHRE8q1kGK7H8"
https://www.linkedin.com/jobs/view/3689043916,linkedin,Social Media Manager & Designer,NOISE,,fulltime,2023-08-18,,,,,,0.0,Medical insurance +4 benefits,,"NOISE is looking for a Social Media Manager & Designer to lead and amplify the brand voice across our company and our clients’ socials. The ideal candidate has extensive knowledge in social, advertising, design, copywriting, content, and brand management.Why you?You understand how to take a brand from 0-100 by applying your design, brand, advertising, and creative skillsYou’ve proven to have the ability to lead social for a variety of audiences and brands across multiple industriesYou’re an expert when it comes to all platforms: Adobe Creative Suite including Illustrator, Photoshop, InDesign, and FigmaYou have years of experience with Instagram, Facebook, Twitter, LinkedIn, Snapchat, and TikTok and feel confident managing 10+ accounts at onceYou’re more than capable of setting the voice, tone, look, and feel of any project and can lead a creative team under your directionYou not only know how to grow brands and curate award-winning feeds, but also understand how to drive key business results through your social strategyAs much as you are a social & design genius, you’re an entrepreneur. You have the confidence to run social for Google, Apple, Nike, the pizzeria around the corner, and of course all things NOISE**Bonus Points** You have an interest in: agency life, culture, hospitality, real estate, fashion, entertainment, music, and long hair mini dachshundsYou have experience directing & creating animations, motion graphics, and all things videoYou’re quick witted, take initiative, and align all creative ideas with a comprehensive visual strategyTLDR: You pretty much want to take over the worldResponsibilities:Support cross-functional teams that intersect with social, advertising, strategy, communications, and productionYou will ideate, curate, and execute innovative and scroll-stopping ideas for NOISE’s brand and our clients Drive the creation of new and diverse content [photo, video, animations, memes, etc.] in order to tell impactful stories across various social platformsLead the daily operation of the social and creative team to ensure smooth and efficient workflow making sure all deadlines are being met and projects are staying on track for deliveryDevelop content strategy and oversee output of all company and client’s social media accounts, creating dynamic and high impact contentSchedule posts across all channels and run community management effortsManage a team of creative associates to ensure consistent delivery of game changing content and visual experiencesResearch industry trends and cultural moments to consistently bring new ideas to the tablePull and report performance metrics for social, email, SMS, SEO/website, third party listings, etc.ABOUT NOISE:NOISE™ is a full-service advertising agency and venture studio based in New York City.NOISE™ was founded in 2018 by Joe Laresca, Latin-American entrepreneur and Forbes’ 30 Under 30 recipient. The company is MBE-certified and specializes in creative, design, social, production, and public relations.Since its inception, NOISE™ has worked with and represented powerhouse brands and public figures like Red Bull, Diageo, Villa One Tequila, Nick Jonas, Ryan Serhant, Cadillac, Plan Do See, Extell Development, Bjarke Ingels Group, Lightstone Group, Corcoran Sunshine, Stoli Group, and more.In 2023, NOISE™ launched NOISE Latin™ — an agency specializing in Latin culture doing business in Spanish and Spanglish. As part of its mission, NOISE Latin™ has pledged $100,000 per year in free marketing and creative services to Latin organizations. NOISE™ also operates as a venture studio — creating, designing, and launching new brands.NOISE™ has been recognized in various publications, including Forbes, Fortune, Crain’s, Inc. Magazine, and Entrepreneur, for its growth and making waves in culture. In 2022, NOISE™ was ranked #571 on the INC. 5000 list and recognized as one of the fastest growing private companies in the United States. NOISE is An Equal Opportunity Employer: Individuals seeking employment at NOISE are considered without regard to race, color, religion, national origin, age, sex, marital status, ancestry, physical or mental disability, veteran status, gender identity or expression, sexual orientation, or any other basis protected under federal, state or local laws."
https://www.linkedin.com/jobs/view/3708510304,linkedin,UI/UX Designer (internship),MindPal,"New York, United States",internship,2023-08-31,,,,,,0.0,,,"We are looking for a UI/UX Designer (internship)The candidate for the UX/UI designer internship will be responsible for designing user interfaces for various mobile applications and websites, creating prototypes, conducting user testing, and analyzing data obtained from tests.They will have the opportunity to gain valuable experience in design and improve their skills using graphic design and prototyping tools.By working with a team, they will have the chance to see what it's like to work in the UX/UI design industry and learn best practices applied in this field.Details We are looking for someone interested in interning in the UX/UI design department The internship will last for a period of 3 months Required skills include proficiency in graphic design tools and basic prototyping tools The candidate should have a high-quality portfolio that showcases projects in the field of UX/UI design Experience in designing mobile applications and websites will be an additional advantage The intern will participate in designing user interfaces, creating prototypes, conducting user testing, and analyzing data We offer compensation and the opportunity to gain valuable experience in a dynamic team Interested individuals are requested to submit their CV and portfolio (if exist)"
https://www.linkedin.com/jobs/view/3667162946,linkedin,UI/UX Designer,PathSpot,"New York, NY",fulltime,2023-06-22,,,,,,0.0,,,"Who We Are:Handwashing is the easiest, least expensive, and most impactful solution to protect against the transmission of illnesses that can lead to widespread outbreaks. That’s why we built the only hygiene management system designed to protect businesses and their customers from the unintentional transfer of contaminants by ensuring effective and frequent handwashing. With offices in New York City and Dallas, PathSpot has raised +$10M in venture funding to date and is used daily in more than 40 states and provinces as part of the health & safety routines within industry-leading enterprise brands. PathSpot has been featured as one of TIME’s, a by Fast Company, and a in the industry to prevent the spread of COVID-19.Team Description:The product engineering team’s mission is to deliver revolutionary products that exceed our customer needs, paving the path for interconnected products that collect and analyze health & safety data to streamline the way industries operate and serve. As a team, we have a diverse set of skills and love to pick up new ones. Our goal is to ensure every team member has a chance to contribute and take part in any project they may have an interest in. You'll have an opportunity to be a design leader across our product suite: Mobile Application, Custom Hardware, Web Application and Software Platform.What you’ll do:You will be working closely with a small product and engineering team to design new product features and revamp the design of an existing product team. You will:Work with the Product Lead to design a brand standard documentDevelop design documentsDevelop effective and creative solutions to multiple user experience problems.Meet with internal stakeholders to get feedback on product designExecute in both short and long-term timelinesLead product design review with product managers, software/hardware engineers, and other stakeholders to confirm product design, testability, and implementationWho you are:3+ years of experience in User Experience DesignExperience creating personas and journey mapsExperience working with both business and technical team membersExcellent written and communication skillsAbility to adapt to changing needs of an early-stage startup Strong sense of ownership demonstrated through previous experience and/or personal projectsWhat we offer:A competitive salary, commensurate with experienceBonus and compensation expansion opportunities through cash and stock optionsMedical, dental, and vision insurance401KGenerous PTO and sick leaveAn opportunity to rapidly excel your career alongside a high potential company and motivated teamCompensation Package: $60,000 - $100,000Successful applicants for this position must be fully vaccinated against COVID-19 as a condition of employment. Vaccine verification will be required by your start date.Powered by JazzHR0juHQb69vN"
https://www.linkedin.com/jobs/view/3733016726,linkedin,UI/UX Designer,Vorto,"Denver, CO",fulltime,2023-10-13,,,,,,0.0,,,"DescriptionAbout VORTOWe are building software which enables businesses to be more economically and environmentally sustainable by digitally transforming the supply chain.About The RoleWe are looking for our first dedicated design hire to help Vorto bring AI to supply chains in the world’s largest companies. You’ll work with our product and engineering team to design interfaces that simplify complex business problems to a degree where adoption is effortless. Our product is sui generis, and as such requires our users to adopt new ways of thinking about procurement and logistics due to the level of automation we are bringing to the space.ResponsibilitiesPartner with our CPO to define and solve the highest impact problems for our customersImmerse yourself in the business & company strategy to understand our biggest opportunities for growthDeeply understand a complex problem space and find simple, powerful solutions that use AI to minimize user interactionCombine user experience with strategic, operational, and engineering concerns to design holistic solutionsRequirementsYou value being part of an extremely fast paced team and use your role to constantly accelerate team velocityHands on experience designing software in a product-driven environmentYou have designed customer facing, enterprise productsYou have a portfolio showing your work, passions, process, and impactYou have strong analytical reasoning abilities, and can quickly decompose a problem to its fundamentalsYou like solving complex, multi-faceted problems and enjoy exploring the ambiguity inherent to defining a new product categoryYou like shipping, and are willing to make hard tradeoffs in order to get features in the hands of customersYou’re a self-starter, who can proactively identify strategic opportunities for impact even when they’re not assigned to youYou enjoy collaboration, feedback, and iteration. You can explain the reasoning behind your design decisions and opinionsYou’re comfortable in a high-growth startup, can balance many simultaneous projects, and thrive in fast-paced environmentsCompensation: $85-110kBenefitsAt VORTO we are committed to developing our employees and providing them exciting opportunities to grow and prosper in their careers. We encourage you to visit our careers page and read this blog post to learn more about our culture.We offer a competitive benefits package as well as numerous additional perks including:Competitive compensation packageHealth, Dental and Vision Insurance401k with matchingCompany paid life and short-term disability insuranceCompany paid parking or transit passModern office space in downtown DenverDaily coffee, tea, drinks & snacksTeam happy hoursVORTO is an Equal Opportunity Employer.Disclaimer: This job description is not designed to cover or contain a comprehensive listing of activities, duties or responsibilities that are required of the employee. Other duties, responsibilities and activities may change or be assigned."
